t, ir, imu 
176.32000, 63.12717, 31374.00000
176.37000, 196.23773, 31586.00000
176.42000, 272.06209, 30882.00000
176.47000, 95.00213, 31038.00000
176.52000, 35.93941, 31252.00000
176.57000, 250.92519, 31938.00000
176.62000, 466.30189, 31654.00000
176.67000, 415.88941, 31768.00000
176.72000, 263.60747, 31090.00000
176.77000, 56.89312, 31236.00000
176.82000, -37.62121, 31672.00000
176.87000, 201.55428, 31106.00000
176.92000, 37.07336, 31512.00000
176.97000, 10.23604, 31310.00000
177.02000, 78.52414, 30774.00000
177.07000, -190.89270, 30084.00000
177.12000, -424.23145, 32792.00000
177.17000, 432.12276, 32428.00000
177.22000, 748.44571, 28258.00000
177.27000, -1035.48167, 27922.00000
177.32000, -1545.94586, 30118.00000
177.37000, -134.30154, 33734.00000
177.42000, 1420.11086, 38080.00000
177.47000, 2870.83460, 37948.00000
177.52000, 2543.14983, 31536.00000
177.57000, -597.96338, 27858.00000
177.62000, -2865.66288, 30266.00000
177.67000, -1658.30452, 35534.00000
177.72000, 950.51822, 34934.00000
177.77000, 1165.60140, 31864.00000
177.82000, -675.21899, 31908.00000
177.87000, -1010.97089, 33922.00000
177.92000, 26.80421, 35528.00000
177.97000, 733.67734, 37876.00000
178.02000, 1284.99844, 36924.00000
178.07000, 838.50576, 35588.00000
178.12000, -343.32864, 33168.00000
178.17000, -1323.06157, 34220.00000
178.22000, -1181.51251, 36166.00000
178.27000, -34.60830, 31556.00000
178.32000, -1297.17635, 34722.00000
178.37000, -1052.66676, 32674.00000
178.42000, -394.40729, 32456.00000
178.47000, -1084.61261, 31176.00000
178.52000, -922.80090, 33008.00000
178.57000, -263.23437, 30832.00000
178.62000, -278.85529, 33092.00000
178.67000, 74.27615, 31950.00000
178.72000, 521.23735, 33364.00000
178.77000, 538.59314, 32836.00000
178.82000, 791.60714, 32252.00000
178.87000, 311.56659, 32578.00000
178.92000, 418.02262, 32784.00000
178.97000, 586.65012, 32234.00000
179.02000, 368.57686, 32966.00000
179.07000, 474.54003, 33168.00000
179.12000, 668.58287, 31592.00000
179.17000, 24.89503, 33126.00000
179.22000, 233.79096, 32204.00000
179.27000, 348.28591, 32720.00000
179.32000, 97.95340, 32310.00000
179.37000, 168.43674, 32070.00000
179.42000, -81.76973, 32072.00000
179.47000, -60.45241, 32270.00000
179.52000, 35.86982, 32664.00000
179.57000, 173.06602, 32258.00000
179.62000, 52.46188, 32116.00000
179.67000, -123.05852, 31418.00000
179.72000, -302.19271, 31804.00000
179.77000, -237.32324, 31270.00000
179.82000, -204.91784, 30020.00000
179.87000, -656.64249, 32008.00000
179.92000, -23.93022, 32278.00000
179.97000, 567.20157, 32536.00000
180.02000, 375.61542, 32404.00000
180.07000, 309.34716, 31362.00000
180.12000, -141.17845, 29680.00000
180.17000, -803.26984, 30304.00000
180.22000, -608.85439, 32668.00000
180.27000, 542.27503, 29316.00000
180.32000, -214.96019, 32150.00000
180.37000, -64.40318, 34940.00000
180.42000, 1681.94788, 31200.00000
180.47000, 305.08385, 30474.00000
180.52000, -907.40712, 33564.00000
180.57000, 486.44416, 36528.00000
180.62000, 1761.29640, 33782.00000
180.67000, 641.22695, 25236.00000
180.72000, -2932.77430, 27990.00000
180.77000, -2674.92405, 33930.00000
180.82000, 1054.12602, 33030.00000
180.87000, 1259.84171, 31368.00000
180.92000, -160.60640, 32174.00000
180.97000, 16.98789, 32848.00000
181.02000, 456.70722, 31958.00000
181.07000, 68.41365, 31678.00000
181.12000, -256.75067, 31516.00000
181.17000, -222.92692, 31234.00000
181.22000, -289.11129, 32154.00000
181.27000, 29.12976, 32374.00000
181.32000, 283.79274, 32472.00000
181.37000, 190.87529, 32476.00000
181.42000, 143.51014, 32240.00000
