t, ir, imu 
44.83000, -6.38811, -10364.00000
44.88000, -4.93730, -9934.00000
44.93000, -4.68334, -4526.00000
44.98000, -5.32490, -7170.00000
45.03000, -5.11155, -2346.00000
45.08000, -2.54439, -4972.00000
45.13000, 1.17772, 628.00000
45.18000, 3.83230, 7050.00000
45.23000, 4.19399, 6312.00000
45.28000, 2.25781, 9308.00000
45.33000, -0.80303, 6930.00000
45.38000, -0.82356, 4430.00000
45.43000, 3.55084, 10592.00000
45.48000, 6.52444, 10372.00000
45.53000, 4.99125, 6450.00000
45.58000, 2.29161, 14356.00000
45.63000, 0.27658, 8692.00000
45.68000, -1.98385, 10790.00000
45.73000, -3.77428, 8404.00000
45.78000, -3.54706, 3754.00000
45.83000, -0.11102, 5728.00000
45.88000, 4.79521, 3542.00000
45.93000, 6.37930, 9796.00000
45.98000, 4.03537, 13734.00000
46.03000, 1.32479, 5718.00000
46.08000, -0.04137, 3880.00000
46.13000, -1.35875, 3556.00000
46.18000, -3.14698, 526.00000
46.23000, -3.08344, 1822.00000
46.28000, -0.76348, -372.00000
46.33000, 0.77058, -3954.00000
46.38000, 0.13907, -2886.00000
46.43000, -1.04965, -5364.00000
46.48000, -1.33631, -5050.00000
46.53000, -0.98238, -5530.00000
46.58000, -0.91814, -6902.00000
46.63000, -1.24219, -7546.00000
46.68000, -1.03252, -6498.00000
46.73000, -0.36473, -6984.00000
46.78000, -0.45107, -6144.00000
46.83000, -1.68243, -7370.00000
46.88000, -3.08263, -6404.00000
46.93000, -2.30898, -6108.00000
46.98000, 0.60268, -7022.00000
47.03000, 2.19148, -7322.00000
47.08000, 1.19881, -6150.00000
47.13000, -0.40930, -5448.00000
47.18000, -0.60338, -5492.00000
47.23000, 0.75921, -4952.00000
47.28000, 2.05123, -3726.00000
47.33000, 1.69539, -2574.00000
47.38000, 0.02427, -4820.00000
47.43000, -0.76263, -3850.00000
47.48000, 0.28906, -3262.00000
47.53000, 1.37328, -1982.00000
47.58000, 0.89210, -1194.00000
47.63000, 0.17329, -250.00000
47.68000, -0.10400, -1896.00000
47.73000, -1.34916, -204.00000
47.78000, -1.83720, -2264.00000
47.83000, -1.95086, -5944.00000
47.88000, -4.92296, -4848.00000
47.93000, -5.93674, -620.00000
47.98000, -1.88951, -1590.00000
48.03000, 2.05725, -3572.00000
48.08000, 4.56681, -2076.00000
48.13000, 5.94395, -3560.00000
48.18000, 4.71738, -5042.00000
48.23000, 3.33855, -5248.00000
48.28000, 4.19208, -3406.00000
48.33000, 4.86147, -3852.00000
48.38000, 2.87156, -3794.00000
48.43000, -0.28411, -1764.00000
48.48000, -1.20803, -3460.00000
48.53000, 0.04955, -2934.00000
48.58000, 0.33740, -3492.00000
48.63000, -0.83645, -4772.00000
48.68000, -1.60900, -2804.00000
48.73000, -1.56725, -3636.00000
48.78000, -1.54015, -4850.00000
48.83000, -1.66116, -3140.00000
48.88000, -1.75996, -6452.00000
48.93000, -1.99090, -4232.00000
48.98000, -2.03117, -4426.00000
49.03000, -1.86222, -8810.00000
49.08000, -3.39697, -8122.00000
49.13000, -6.42615, -8038.00000
49.18000, -5.76147, -8530.00000
49.23000, -0.37016, -11760.00000
49.28000, 3.91866, -10168.00000
49.33000, 4.19838, -8104.00000
49.38000, 2.23269, -8200.00000
49.43000, 0.13656, -12572.00000
49.48000, -0.17763, -14634.00000
49.53000, 0.87025, -12774.00000
49.58000, 0.87235, -9832.00000
49.63000, -0.71019, -9592.00000
49.68000, -3.43217, -9620.00000
49.73000, -4.13374, -14398.00000
49.78000, 0.42194, -8576.00000
49.83000, 6.01359, -11096.00000
49.88000, 7.49658, -12102.00000
49.93000, 5.72145, -12334.00000
49.98000, 3.15271, -11794.00000
50.03000, 1.21686, -12164.00000
50.08000, 0.73351, -10070.00000
50.13000, 0.88171, -11134.00000
50.18000, 0.48026, -10286.00000
50.23000, -0.05697, -11806.00000
50.28000, -0.63424, -5386.00000
50.33000, -1.52435, -7042.00000
50.38000, -1.43447, -10806.00000
50.43000, -0.07429, -10092.00000
50.48000, 0.62113, -7700.00000
50.53000, -0.25435, -5076.00000
50.58000, -1.83315, -4038.00000
50.63000, -2.67219, -4664.00000
50.68000, -1.97123, -3194.00000
50.73000, -1.94373, -3800.00000
50.78000, -4.26992, -3870.00000
50.83000, -6.71272, -2110.00000
50.88000, -7.31680, -4426.00000
50.93000, -3.95077, -4180.00000
50.98000, 2.66599, -2264.00000
51.03000, 6.12019, -2082.00000
51.08000, 4.68721, -1470.00000
51.13000, 3.01942, -482.00000
51.18000, 3.10338, -2774.00000
51.23000, 3.16333, -2216.00000
51.28000, 2.35215, -3360.00000
51.33000, 1.51463, -1836.00000
51.38000, 1.05374, -792.00000
51.43000, 0.63254, -5062.00000
51.48000, -0.09527, -3856.00000
51.53000, -1.26150, -6050.00000
51.58000, -3.37709, -3130.00000
51.63000, -5.64048, -332.00000
51.68000, -5.51656, -1450.00000
